doc_num,consolidationyear,instrumentNumber,longtitle,modifiedyear,registrationyear,regulationmaker,topic 1,topic 2,overarching topic
doc_2093,2018,SOR/2008-22,Review Panel Regulations,2008,2008,P.C.,blood donations,pest control,biology / donor
doc_2094,2018,SOR/2016-175,Glazed Ceramics and Glassware Regulations,2016,2016,P.C.,chemicals,no topic,chemicals
doc_2095,2018,SOR/2002-223,"Radiocommunication Act (Subsection 4(1) and Paragraph 9(1)(b)) Exemption Order (Security and Safety, International Relations and National Defence), No. 2002-1",2008,2002,P.C.,hazards/safety,no topic,hazardous waste
doc_2096,2018,"C.R.C., c. 1308",Order Respecting the Privileges and Immunities of the European Communities in Canada,2005,NA,,child care/chemicals,no topic,benefits
doc_2099,2018,SOR/87-631,Regulations Prescribing the Manner of Determining Interest for the Purpose of Subsections 64.1(1) and (2) of the Indian Act,2006,1987,P.C.,chemicals/law,no topic,chemicals
doc_2101,2018,SOR/78-859,Order Granting Authority to Regulate the Marketing of Asparagus for Processing Produced in Ontario,2011,1978,P.C.,agriculture/law,no topic,agriculture / food
doc_2104,2018,SOR/2017-9,Pest Control Products Fees and Charges Regulations,2017,2017,P.C.,pest control,no topic,health
doc_2105,2018,"C.R.C., c. 1320",Order for the Remission of Certain Duties and Taxes on Goods Imported or Purchased by the United Nations,2005,NA,,nafta,radio communications,nafta
doc_2107,2018,SOR/2005-263,14,2006,2005,P.C.,nafta,insurance,nafta
doc_2108,2018,SOR/90-301,Order Respecting the Accelerated Reduction or Removal of Certain Customs Duties Under the Customs Tariff as a Consequence of Concessions Granted Pursuant to the Canada-United States Free Trade Agreement,2010,1990,P.C.,textiles,no topic,apparel / textile
doc_2110,2018,SOR/2016-22,Canada–Nova Scotia Offshore Petroleum Cost Recovery Regulations,2016,2016,P.C.,elections,no topic,election
doc_2111,2018,SOR/97-180,Denial of Licences for Family Orders and Agreements Enforcement Regulations,2007,1997,P.C.,telemarketing,airport boarding,marketing
doc_2113,2018,SOR/88-501,Order Authorizing Theratronics International Limited to Incorporate a Corporation and to Hold and Acquire Shares thereof,NA,1988,P.C.,airport,no topic,airport / aircrafts
doc_2117,2018,SOR/2017-170,Regulations Specifying Territories and Indicating International Registers,2017,2017,P.C.,telemarketing,no topic,marketing
doc_2119,2018,"C.R.C., c. 517",Regulations Respecting Entry of Certified Seed Potatoes Imported for Use Exclusively for Propagation Purposes,2005,NA,,nafta,agriculture,nafta
doc_2120,2018,SOR/2018-27,Quebec Hog Marketing Levies (Interprovincial and Export Trade) Order,2018,2018,,petroleum,no topic,energy / pipeline / oil
doc_2123,2018,SOR/2005-60,Direction to the CRTC (Reservation of Channels for the Distribution of CPAC),2006,2005,P.C.,languages,cable,languages
doc_2124,2018,SOR/95-508,Regulations Respecting the Zoning of Faro Airport,2011,1995,P.C.,airport,airport boarding,airport / aircrafts
doc_2125,2018,SOR/2007-166,Allocation Method Order – Softwood Lumber Products,2007,2007,,lumber exports,no topic,exports
doc_2126,2018,"C.R.C., c. 273",Regulations Respecting the Licensing in Interprovincial and Export Trade of Persons Engaged in The Marketing of Hogs Produced in Saskatchewan,2005,NA,,agriculture,no topic,agriculture / food
doc_2128,2018,SOR/2016-20,Canada-Nova Scotia Offshore Petroleum Administrative Monetary Penalties Regulations,2016,2016,P.C.,nafta,petroleum,nafta
doc_2129,2018,SOR/98-265,General Export Permit No. 38 — CWC Toxic Chemical and Precursor Mixtures,2007,1998,,telemarketing,child care/chemicals,marketing
doc_2130,2018,SOR/87-196,Regulations Respecting Pension Protection for Employees of Canadian Arsenals Limited,2010,1987,P.C.,arsenal,no topic,army / defence
doc_2131,2018,SOR/90-303,Most-Favoured-Nation Tariff Extension of Benefit Order — Ferro-chromium,2008,1990,P.C.,airport,textiles,airport / aircrafts
doc_2133,2018,SOR/88-503,Regulations Respecting the Provision of Loan Insurance in Northern Ontario,2016,1988,P.C.,loan insurance,no topic,loan
doc_2136,2018,SOR/2000-324,Regulations Respecting Anti-Competitive Acts of Persons Operating a Domestic Service,2008,2000,P.C.,languages,liquidation,languages
doc_2137,2018,SOR/91-33,Regulations Prescribing Purposes for Which New Successor Corporations Shall Be Deemed to Be the Same Corporations as and Continuations of Predecessor Amalgamated or Wound-Up Corporations,2008,1990,P.C.,airport,insurance claims,airport / aircrafts
doc_2140,2018,SOR/2016-177,Cellulose Fibre Insulation Regulations,2016,2016,P.C.,vehicle insurance,no topic,insurance
doc_2141,2018,SOR/2001-484,Supervisory Information (Insurance Holding Companies) Regulations,2008,2001,P.C.,insurance,no topic,insurance
doc_2142,2018,SOR/78-442,Regulations Respecting the Application of the Public Service Employment act to Employees of the Prairie Farm Rehabilitation Administration,2010,1978,P.C.,languages,tobacco,languages
doc_2143,2018,SOR/93-95b,"Regulations Respecting the Employment of Persons for One or More Specified Periods of Less Than Three Months Totalling Less Than Six Months in the Aggregate During any Consecutive 12-Month Period in the Department of Forestry in the Clerical and Regulatory Group and the Secretarial, Stenographic, Typing Group of the Administrative Support Category, in the Engineering and Scientific Support Group and the Social Science Support Group of the Technical Category, in the Heating, Power and Stationary Plant Operation Group, in the General Labour and Trades Group and the General Services Group of the Operational Category During the Period Beginning on March 1, 1993 and Ending on December 31, 1993",2006,1993,P.C.,forestry,no topic,environment
doc_2145,2018,SOR/90-115,"Order Prescribing the Fees To Be Paid by Persons to whom Services or the Use of Facilities is Provided by the Royal Canadian Mounted Police at the R.C.M.P. Training Academy in Regina, Saskatchewan",2008,1990,,vehicle insurance,no topic,insurance
doc_2147,2018,SOR/2004-264,New Brunswick Rules of Practice Respecting Reduction in the Number of Years of Imprisonment without Eligibility for Parole,2005,2004,,blood donations,no topic,biology / donor
doc_2148,2018,SOR/2014-270,2015 Pan American and Parapan American Games Remission Order,2014,2014,P.C.,nafta,organizations,nafta
doc_2152,2018,SOR/2012-87,International Organization for Migration Privileges and Immunities Order,2012,2012,P.C.,forestry,no topic,environment
doc_2153,2018,"C.R.C., c. 15",Regulations Respecting Flights of United Kingdom Service Aircraft Over Canadian Territory,2005,NA,,languages,aircraft production,languages
doc_2154,2018,SOR/91-4,Regulations Excluding Certain Buildings and Premises from the Definition “Hatchery”,2008,1990,,agriculture safety,no topic,agriculture / food
doc_2158,2018,SOR/2014-258,Railway Operating Certificate Regulations,2014,2014,P.C.,railway safety,no topic,railway
doc_2159,2018,SOR/2016-188,Phthalates Regulations,2016,2016,P.C.,child care/chemicals,no topic,benefits
doc_2160,2018,SOR/2012-93,Pond Inlet Airport Zoning Regulations,2012,2012,P.C.,airport/aeronautics,airport/schedule,airport / aircrafts
doc_2162,2018,SOR/2017-204,Special Economic Measures (Venezuela) Regulations,2017,2017,P.C.,agriculture,no topic,agriculture / food
doc_2163,2018,SOR/2001-282,Enhanced Survivor Annuity Regulations,2007,2001,P.C.,elections,no topic,election
doc_2164,2018,SOR/2001-296,"Educational Program, Work and Other Subject-matter Record-keeping Regulations",2008,2001,P.C.,education,no topic,education
doc_2165,2018,SOR/2010-69,"Mortgage Insurance Disclosure (Banks, Authorized Foreign Banks, Trust and Loan Companies, Retail Associations, Canadian Insurance Companies and Canadian Societies) Regulations",2010,2010,P.C.,finance,no topic,finance
doc_2166,2018,SOR/99-94,Tobacco (Seizure and Restoration) Regulations,2008,1999,P.C.,blood donations,tobacco,biology / donor
doc_2167,2018,SOR/2003-15,Export and Import of Rough Diamonds Regulations,2005,2002,,diamond exports,no topic,exports
doc_2168,2018,"C.R.C., c. 105",Regulations Respecting Zoning at Regina Airport,2012,NA,,airports,no topic,airport / aircrafts
doc_2169,2018,SOR/2007-204,Regulations Implementing the United Nations Resolution on Lebanon,2008,2007,P.C.,marine trade,no topic,trade
doc_2170,2018,SOR/99-300,Regulations Defining Certain Expressions for the Purpose of Section 21.1 of the Foreign Publishers Advertising Services Act,2008,1999,P.C.,environmental assessment,no topic,environment
doc_2171,2018,SOR/90-98,Regulations Respecting the Manner of Selection and Term of Office of the Members of the Coal Mining Safety Commission,2005,1990,P.C.,employment,no topic,employment
doc_2174,2018,SOR/87-592,Proclamation Designating Botswana as a Designated State for Purposes of the Act,2016,1987,,agriculture,no topic,agriculture / food
doc_2175,2018,SOR/2011-255,Communications Security Establishment Regulations,2011,2011,P.C.,submarines,communication/airport,water
doc_2176,2018,SOR/2001-527,Canada Small Business Financing (Establishment and Operation of Capital Leasing Pilot Project) Regulations,2007,2001,P.C.,lease payments,no topic,lease
doc_2178,2018,SOR/2018-120,Industrial Design Regulations,2018,2018,P.C.,international bureau,no topic,international policy
doc_2179,2018,SOR/2004-310,Manitoba Sex Offender Information Registration Regulations,2006,2004,,Manitoba,no topic,Manitoba
doc_2180,2018,SOR/2014-304,Samples of Bodily Substances Regulations,2015,2014,P.C.,healthcare,no topic,health
doc_2181,2018,SOR/2015-103,Rules of the Review Tribunal (Canada Agricultural Review Tribunal),2015,2015,P.C.,trade/legal,no topic,trade
doc_2183,2018,SOR/2002-396,CCRFTA Rules of Origin for Casual Goods Regulations,2008,2002,P.C.,energy,mail,energy / pipeline / oil
doc_2185,2018,SOR/2003-185,Foreign Institutions Subject to the Canadian Residency Requirements Regulations (Insurance Companies),2008,2003,P.C.,insurance,no topic,insurance
doc_2187,2018,SOR/2013-191,Applications for Authorization under Paragraph 35(2)(b) of the Fisheries Act Regulations,2013,2013,P.C.,fishery/ocean,no topic,fishery
doc_2189,2018,SOR/2011-269,Allocation Method Order (2012) — Softwood Lumber Products,2011,2011,,exports,no topic,exports
doc_2190,2018,SOR/97-237,Order Designating the Province of Quebec for the Purposes of the Definition “applicable guidelines” in Subsection 2(1) of the Divorce Act,2008,1997,P.C.,divorce,no topic,divorce
doc_2191,2018,"C.R.C., c. 688","Order Authorizing the Gratuitous Transfer of Defence Maps, Charts and Other Materials to Other Governments",2005,NA,,trade/legal,paleontology,trade
doc_2193,2018,SOR/92-414,Regulations Prescribing Fees in Respect of Goods Imported as Mail and the Circumstances in Which the Goods Are not Charged with the Prescribed Fee,2005,1992,P.C.,mail,no topic,postal service
doc_2194,2018,SOR/2018-108,Safe Food for Canadians Regulations,2018,2018,P.C.,food consumption,no topic,agriculture / food
doc_2195,2018,SOR/78-68,Rules Respecting Criminal Appeals Under Sections 678-689 of the Criminal Code and Bail Rules on Appeals to the Court of Appeal for the Northwest Territories,2017,1978,,appeals,no topic,appeal / hearing
doc_2196,2018,SOR/93-388,Regulations Respecting Zoning at Fort Norman Airport,2011,1993,P.C.,nafta/airports,exports,airport / aircrafts
doc_2197,2018,SOR/2007-71,Order Varying Telecom Decision CRTC 2006-15,2007,2007,P.C.,telecommunication,no topic,communication
doc_2198,2018,SOR/86-1012,Regulations Respecting Special Customs Services,2010,1986,P.C.,lease payments,no topic,lease
doc_2199,2018,"C.R.C., c. 1295",Regulations Respecting Solicitations for the Order of Goods or Services,2005,NA,,bills,no topic,bills
doc_2201,2018,SOR/2013-38,Yukon Borrowing Limits Regulations,2013,2013,P.C.,pension/finance,no topic,finance
doc_2202,2018,SOR/2006-229,"Interest Rates (Excise Act, 2001) Regulations",2006,2006,P.C.,divorce,no topic,divorce
doc_2203,2018,SOR/94-121,Regulations Respecting Zoning at St. Anthony Airport,2011,1994,P.C.,town boundaries,airport,township
doc_2205,2018,"C.R.C., c. 1242",Regulations Respecting the Taking of Oaths of Office,2005,NA,,trade,no topic,trade
doc_2206,2018,SOR/2002-180,CATSA Aerodrome Designation Regulations,2009,2002,P.C.,sugar exports,no topic,exports
doc_2207,2018,SOR/98-488,International Submarine Cable Licences Regulations,2008,1998,P.C.,international bureau,submarines,international policy
doc_2208,2018,SOR/2004-112,Gully Marine Protected Area Regulations,NA,2004,P.C.,oceans/marine,no topic,water
doc_2211,2018,SOR/2012-180,CJFTA Rules of Origin for Casual Goods Regulations,2012,2012,P.C.,mail,no topic,postal service
doc_2212,2018,"C.R.C., c. 1530","Order Withdrawing from Disposal, Setting Apart and Appropriating Certain Lands in the Northwest Territories for Use as a National Park",2005,NA,,water/borders,no topic,water
doc_2213,2018,SOR/94-17,"Regulations Respecting the Determination of when Goods Are Entitled to the Benefit of the United States Tariff, Mexico Tariff or Mexico-United States Tariff",2008,1993,P.C.,nafta/airports,no topic,airport / aircrafts
doc_2214,2018,SOR/2010-278,Allocation Method Order (2011) — Softwood Lumber Products,2010,2010,,exports,no topic,exports
doc_2218,2018,SOR/84-848,Regulations Respecting the Interim Payment to Her Majesty in Right of Nova Scotia of the Nova Scotia Share of Offshore Revenue Under Part III of the Canada-Nova Scotia Oil and Gas Agreement Act,2005,1984,P.C.,pension/finance,no topic,finance
doc_2219,2018,SOR/2005-328,Order Authorizing Certain Persons to Be a Party to Certain Commercial Arrangements and Providing Specific Directives to the Vancouver Port Authority and the Fraser River Port Authority,2006,2005,P.C.,exports/transport,no topic,exports
doc_2221,2018,SOR/93-410,Regulations Respecting Zoning at The Pas Airport,2011,1993,P.C.,town boundaries,nafta/airports,township
doc_2223,2018,SOR/2004-107,"Mobile Offshore Drilling Units Remissions Order, 2004",NA,2004,P.C.,submarines,no topic,water
doc_2224,2018,SOR/2012-181,CJFTA Tariff Preference Regulations,2012,2012,P.C.,energy,no topic,energy / pipeline / oil
